cycle_no,timestamp,motor_id,rpm,temperature_C,vibration_mm_s,current_A,voltage_V,power_W,torque_Nm,failure
254,2025-01-01 12:13:00,BLM_01,3118.0,74.02799999999999,2.7662,12.33,44.17,489.36,1.5,0
255,2025-01-01 12:14:00,BLM_01,2932.0,54.91,2.3465,16.75,47.19,563.7,1.77,1
256,2025-01-01 12:15:00,BLM_03,3365.0,54.622,2.7068,14.6,50.39,581.59,2.13,0
257,2025-01-01 12:16:00,BLM_02,2922.0,58.964000000000006,3.2971000000000004,11.46,46.15,596.36,1.89,0
258,2025-01-01 12:17:00,BLM_01,3057.0,67.536,2.6174,8.8,42.94,576.29,1.75,0
259,2025-01-01 12:18:00,BLM_03,2743.0,78.158,4.0777,16.3,47.41,602.27,1.84,1
260,2025-01-01 12:19:00,BLM_01,3146.0,71.6,3.2479999999999998,11.49,45.92,584.0,1.37,0
261,2025-01-01 12:20:00,BLM_01,2860.0,69.67200000000001,2.7683,13.67,48.0,539.02,1.66,0
262,2025-01-01 12:21:00,BLM_02,3125.0,64.964,2.9286000000000003,10.8,47.41,564.87,1.91,0
263,2025-01-01 12:22:00,BLM_03,2923.0,56.196000000000005,3.0989,14.88,48.44,539.7,1.86,0
264,2025-01-01 12:23:00,BLM_03,2632.0,69.128,3.7592000000000003,13.53,50.93,568.15,1.95,0
265,2025-01-01 12:24:00,BLM_02,3024.0,79.71000000000001,3.3994999999999997,10.04,47.06,583.08,1.98,0
266,2025-01-01 12:25:00,BLM_02,3016.0,63.852000000000004,2.9398,8.48,48.22,546.59,1.86,0
267,2025-01-01 12:26:00,BLM_03,3159.0,61.614,2.0701,12.34,47.19,563.66,1.17,0
268,2025-01-01 12:27:00,BLM_03,3280.0,63.886,2.8704,12.89,50.53,528.27,1.88,0
269,2025-01-01 12:28:00,BLM_02,3344.0,69.738,2.9907000000000004,13.37,48.39,536.26,1.68,0
270,2025-01-01 12:29:00,BLM_01,3156.0,66.32000000000001,3.121,10.6,49.3,546.89,1.7,0
271,2025-01-01 12:30:00,BLM_01,3050.0,71.912,2.0713,10.84,49.9,524.78,1.71,0
272,2025-01-01 12:31:00,BLM_02,2743.0,65.314,3.1016,8.6,43.14,609.73,1.87,0
273,2025-01-01 12:32:00,BLM_01,3036.0,63.856,3.1419,11.01,49.97,576.84,1.43,0
274,2025-01-01 12:33:00,BLM_02,3039.0,67.148,1.7322,9.06,48.95,583.31,1.37,0
275,2025-01-01 12:34:00,BLM_01,2964.0,61.769999999999996,1.7425,10.72,46.31,575.2,1.49,0
276,2025-01-01 12:35:00,BLM_01,3114.0,77.742,3.3628,12.59,51.22,557.64,2.03,0
277,2025-01-01 12:36:00,BLM_03,3202.0,71.31400000000001,1.9830999999999999,12.56,50.47,495.22,1.69,0
278,2025-01-01 12:37:00,BLM_03,2853.0,57.855999999999995,3.6634,10.79,47.53,600.49,1.93,0
279,2025-01-01 12:38:00,BLM_01,2850.0,60.338,2.3836999999999997,12.49,42.83,643.66,1.92,0
280,2025-01-01 12:39:00,BLM_01,2975.0,69.52,2.854,14.66,47.86,579.77,1.9,0
281,2025-01-01 12:40:00,BLM_03,2889.0,66.842,2.8243,11.5,45.5,514.59,1.93,0
282,2025-01-01 12:41:00,BLM_03,2705.0,67.684,2.0846,9.7,42.51,576.74,1.67,0
283,2025-01-01 12:42:00,BLM_03,2821.0,64.226,3.5549000000000004,13.41,49.45,514.01,1.97,0
284,2025-01-01 12:43:00,BLM_02,2778.0,68.758,2.3952,13.97,51.82,528.55,1.9,0
285,2025-01-01 12:44:00,BLM_01,3218.0,64.39,2.6255,10.75,47.77,441.11,1.4,0
286,2025-01-01 12:45:00,BLM_03,3307.0,69.512,1.1958000000000002,10.76,48.65,611.65,1.81,0
287,2025-01-01 12:46:00,BLM_01,2803.0,70.984,1.6461000000000001,8.43,51.36,564.26,1.76,0
288,2025-01-01 12:47:00,BLM_02,3098.0,76.826,3.3764,11.17,48.44,575.78,1.92,0
289,2025-01-01 12:48:00,BLM_02,3157.0,61.978,2.5867,10.34,46.48,585.53,1.81,0
290,2025-01-01 12:49:00,BLM_03,2731.0,65.5,2.177,9.26,42.43,571.49,1.74,0
291,2025-01-01 12:50:00,BLM_02,3029.0,57.052,2.1873,11.34,50.04,593.96,2.19,0
292,2025-01-01 12:51:00,BLM_01,3456.0,78.364,2.9676,11.99,49.04,611.45,1.95,0
293,2025-01-01 12:52:00,BLM_03,3122.0,51.756,3.4678999999999998,11.66,50.32,548.39,1.81,0
294,2025-01-01 12:53:00,BLM_01,2956.0,77.368,2.1982,11.42,41.88,475.25,1.52,0
295,2025-01-01 12:54:00,BLM_01,2899.0,66.24000000000001,3.3585,14.74,53.19,512.04,1.83,0
296,2025-01-01 12:55:00,BLM_02,2636.0,68.522,2.4788,12.55,46.02,577.85,1.59,0
297,2025-01-01 12:56:00,BLM_02,3085.0,64.434,2.9391000000000003,13.17,50.73,503.78,1.39,0
298,2025-01-01 12:57:00,BLM_02,3351.0,65.816,1.3494,15.26,43.25,547.17,1.7,0
299,2025-01-01 12:58:00,BLM_02,2854.0,69.718,1.4697,13.78,46.06,662.54,1.71,0
300,2025-01-01 12:59:00,BLM_02,2652.0,54.14,3.1599999999999997,11.51,46.64,597.01,2.06,0
301,2025-01-01 13:00:00,BLM_03,2880.0,61.041999999999994,2.7803,8.66,45.45,459.48,2.04,0
302,2025-01-01 13:01:00,BLM_01,3159.0,59.684,2.8705999999999996,11.33,45.94,654.9,1.97,0
303,2025-01-01 13:02:00,BLM_01,2923.0,68.73599999999999,1.8309,14.62,52.05,611.52,1.78,0
304,2025-01-01 13:03:00,BLM_01,2852.0,65.638,2.2912000000000003,13.76,47.15,579.85,1.78,0
305,2025-01-01 13:04:00,BLM_01,3003.0,69.94,1.4215,11.34,53.32,556.05,1.94,0
306,2025-01-01 13:05:00,BLM_02,3041.0,66.762,2.0018,11.86,50.64,487.93,1.96,0
307,2025-01-01 13:06:00,BLM_01,2750.0,73.024,2.5721,12.23,42.99,533.21,1.89,0
308,2025-01-01 13:07:00,BLM_03,2961.0,60.436,2.8224,10.89,47.14,460.75,1.93,0
309,2025-01-01 13:08:00,BLM_03,2910.0,66.02799999999999,2.0927,11.0,47.03,592.82,1.78,0
310,2025-01-01 13:09:00,BLM_01,2885.0,73.39,2.983,10.83,45.63,558.35,1.73,0
311,2025-01-01 13:10:00,BLM_01,2817.0,71.992,2.5633000000000004,12.89,51.05,516.54,1.24,0
312,2025-01-01 13:11:00,BLM_03,3169.0,55.264,2.4335999999999998,10.1,50.15,595.45,1.71,0
313,2025-01-01 13:12:00,BLM_03,2884.0,58.476,2.6539,14.6,53.39,564.96,1.62,0
314,2025-01-01 13:13:00,BLM_02,2641.0,65.058,4.0642000000000005,11.99,46.85,623.76,1.82,0
315,2025-01-01 13:14:00,BLM_03,3048.0,63.99,2.4845,10.01,49.1,530.03,1.63,0
316,2025-01-01 13:15:00,BLM_02,3131.0,65.17200000000001,3.2648,13.85,47.12,612.69,1.83,0
317,2025-01-01 13:16:00,BLM_02,2857.0,71.204,2.9751,14.7,47.0,560.12,1.33,0
318,2025-01-01 13:17:00,BLM_02,2899.0,67.666,2.4254000000000002,17.65,50.03,515.15,1.56,1
319,2025-01-01 13:18:00,BLM_02,2883.0,68.06800000000001,1.5056999999999998,14.47,53.5,576.72,1.62,0
320,2025-01-01 13:19:00,BLM_02,2938.0,70.33,2.156,10.42,50.46,553.36,1.54,0
321,2025-01-01 13:20:00,BLM_01,3199.0,73.16199999999999,2.6462999999999997,12.38,50.19,570.51,2.58,0
322,2025-01-01 13:21:00,BLM_03,2979.0,44.254,2.5266,16.55,47.85,505.61,1.29,1
323,2025-01-01 13:22:00,BLM_02,3151.0,62.936,3.5069000000000004,10.6,50.12,446.03,1.97,0
324,2025-01-01 13:23:00,BLM_03,2826.0,59.468,2.0872,9.71,50.94,527.74,2.05,0
325,2025-01-01 13:24:00,BLM_03,2931.0,68.98,2.4975,11.3,45.85,575.73,1.69,0
326,2025-01-01 13:25:00,BLM_02,3172.0,62.422000000000004,2.9778,10.17,48.1,574.4,1.88,0
327,2025-01-01 13:26:00,BLM_01,2855.0,66.184,2.4081,10.91,47.19,529.57,1.95,0
328,2025-01-01 13:27:00,BLM_02,3182.0,71.626,3.2784,10.81,46.42,560.53,1.83,0
329,2025-01-01 13:28:00,BLM_01,2887.0,61.438,1.8387,13.29,50.46,532.35,1.36,0
330,2025-01-01 13:29:00,BLM_03,2942.0,68.2,1.539,9.67,47.41,543.97,1.9,0
331,2025-01-01 13:30:00,BLM_01,3301.0,76.542,2.3992999999999998,12.24,49.19,606.8,2.04,0
332,2025-01-01 13:31:00,BLM_01,2922.0,71.484,2.5496000000000003,10.62,49.21,489.98,2.32,0
333,2025-01-01 13:32:00,BLM_01,3026.0,54.565999999999995,2.7499,12.99,47.33,634.9,1.46,0
334,2025-01-01 13:33:00,BLM_03,3111.0,63.628,2.7002,13.19,44.36,557.83,1.76,0
335,2025-01-01 13:34:00,BLM_03,3041.0,68.16,2.3104999999999998,13.61,47.12,640.84,1.79,0
336,2025-01-01 13:35:00,BLM_01,3046.0,69.542,1.5408,13.61,49.32,633.76,1.78,0
337,2025-01-01 13:36:00,BLM_01,2990.0,63.903999999999996,2.5211,10.88,48.76,447.67,1.38,0
338,2025-01-01 13:37:00,BLM_02,2766.0,61.196000000000005,1.8714,11.99,43.12,558.27,2.08,0
339,2025-01-01 13:38:00,BLM_01,3063.0,66.148,2.6517,14.65,50.03,505.84,2.05,0
340,2025-01-01 13:39:00,BLM_02,2868.0,58.07,1.822,12.8,46.62,543.91,1.89,0
341,2025-01-01 13:40:00,BLM_01,3140.0,73.382,2.8723,13.6,49.43,570.58,1.69,0
342,2025-01-01 13:41:00,BLM_02,3247.0,78.764,3.7725999999999997,9.81,50.04,615.57,1.75,0
343,2025-01-01 13:42:00,BLM_03,2675.0,68.446,2.0929,13.72,49.18,501.18,1.73,0
344,2025-01-01 13:43:00,BLM_01,3247.0,64.05799999999999,1.7132,8.61,52.71,663.81,1.45,0
345,2025-01-01 13:44:00,BLM_01,2926.0,72.28,3.4034999999999997,9.25,50.5,523.86,1.98,0
346,2025-01-01 13:45:00,BLM_01,2976.0,71.092,3.8438000000000003,10.38,46.87,489.55,1.81,0
347,2025-01-01 13:46:00,BLM_01,2836.0,63.764,1.7341,12.77,47.12,599.27,1.97,0
348,2025-01-01 13:47:00,BLM_02,3034.0,65.366,2.5444,13.07,47.81,555.74,1.86,0
349,2025-01-01 13:48:00,BLM_01,3012.0,61.428,2.9446999999999997,10.53,47.12,649.51,1.55,0
350,2025-01-01 13:49:00,BLM_03,3194.0,66.85000000000001,2.425,8.54,48.92,505.72,1.57,0
351,2025-01-01 13:50:00,BLM_03,2867.0,67.792,1.3753,13.72,45.17,558.29,2.13,0
352,2025-01-01 13:51:00,BLM_01,3299.0,60.244,1.6456,13.06,51.46,607.16,1.94,0
353,2025-01-01 13:52:00,BLM_03,3120.0,58.186,1.7159,12.77,48.1,511.95,1.7,0
354,2025-01-01 13:53:00,BLM_01,3016.0,56.428,1.8762,15.47,51.38,607.67,1.94,0
355,2025-01-01 13:54:00,BLM_01,2967.0,68.63,2.6665,12.27,45.04,567.9,1.58,0
356,2025-01-01 13:55:00,BLM_03,2945.0,65.632,3.3768000000000002,10.21,45.05,504.75,2.07,0
357,2025-01-01 13:56:00,BLM_01,2957.0,65.124,1.6571,14.39,50.7,606.85,1.46,0
358,2025-01-01 13:57:00,BLM_03,3030.0,68.966,2.0574,11.27,46.38,541.16,1.85,0
359,2025-01-01 13:58:00,BLM_02,2962.0,59.408,1.8276999999999999,11.81,45.51,603.48,1.77,0
360,2025-01-01 13:59:00,BLM_01,2885.0,58.23,2.8080000000000003,11.03,50.91,518.37,1.8,0
361,2025-01-01 14:00:00,BLM_02,3031.0,67.41199999999999,2.0282999999999998,10.5,45.97,484.65,1.96,0
362,2025-01-01 14:01:00,BLM_03,2849.0,53.623999999999995,1.8986,11.24,47.95,530.19,2.05,0
363,2025-01-01 14:02:00,BLM_02,3058.0,63.916,1.4889,14.74,46.65,544.5,1.7,0
364,2025-01-01 14:03:00,BLM_02,2960.0,82.99799999999999,3.5592,10.08,49.89,558.77,1.3,0
365,2025-01-01 14:04:00,BLM_03,3125.0,56.29,4.1395,13.93,48.57,574.02,1.37,0
366,2025-01-01 14:05:00,BLM_02,3178.0,62.722,2.6698,8.67,50.28,638.18,1.7,0
367,2025-01-01 14:06:00,BLM_02,3178.0,50.874,3.6501,14.88,45.0,545.35,1.81,0
368,2025-01-01 14:07:00,BLM_03,3057.0,64.096,2.2104,15.07,48.6,630.18,1.89,0
369,2025-01-01 14:08:00,BLM_02,3078.0,79.508,2.6107,10.16,48.23,596.12,1.85,0
370,2025-01-01 14:09:00,BLM_03,2942.0,69.00999999999999,3.0709999999999997,12.14,46.13,546.36,2.02,0
371,2025-01-01 14:10:00,BLM_02,3122.0,61.442,2.0813,13.16,45.41,563.8,2.25,0
372,2025-01-01 14:11:00,BLM_03,3142.0,81.014,2.5016000000000003,10.91,47.78,567.81,1.82,0
373,2025-01-01 14:12:00,BLM_03,2718.0,53.546,2.4118999999999997,15.39,47.27,596.16,1.89,0
374,2025-01-01 14:13:00,BLM_02,3068.0,68.92800000000001,2.9222,12.04,50.95,603.02,1.61,0
375,2025-01-01 14:14:00,BLM_02,3246.0,66.2,2.6525,11.06,50.06,486.99,1.81,0
376,2025-01-01 14:15:00,BLM_02,2936.0,64.022,2.1028000000000002,12.14,46.28,594.04,1.85,0
377,2025-01-01 14:16:00,BLM_01,2897.0,71.40400000000001,2.4031000000000002,10.67,47.36,568.35,1.84,0
378,2025-01-01 14:17:00,BLM_01,2924.0,57.486,3.3933999999999997,12.04,49.37,567.67,1.61,0
379,2025-01-01 14:18:00,BLM_01,2729.0,67.948,2.9937,11.19,49.64,544.02,1.84,0
380,2025-01-01 14:19:00,BLM_03,3023.0,67.06,2.9339999999999997,10.6,50.97,581.67,1.82,0
381,2025-01-01 14:20:00,BLM_02,3005.0,59.662,4.1943,13.44,47.84,589.98,1.88,0
382,2025-01-01 14:21:00,BLM_03,3035.0,79.414,1.8246,8.95,48.4,555.05,1.7,0
383,2025-01-01 14:22:00,BLM_01,3075.0,64.496,3.1149,15.17,43.55,595.98,1.8,0
384,2025-01-01 14:23:00,BLM_02,2856.0,64.798,2.6552000000000002,12.41,45.22,521.6,2.34,0
385,2025-01-01 14:24:00,BLM_03,3049.0,58.580000000000005,2.8555,15.32,50.28,550.53,1.81,0
386,2025-01-01 14:25:00,BLM_02,3080.0,64.632,2.7458,13.73,45.27,566.24,2.07,0
387,2025-01-01 14:26:00,BLM_03,2912.0,82.114,2.1260999999999997,9.58,43.81,536.07,2.16,0
388,2025-01-01 14:27:00,BLM_02,3076.0,64.006,1.8964,12.13,49.92,535.11,1.44,0
389,2025-01-01 14:28:00,BLM_01,3015.0,69.408,2.6167,8.77,47.01,508.16,1.75,0
390,2025-01-01 14:29:00,BLM_01,2886.0,72.43,2.067,10.37,46.01,569.42,1.76,0
391,2025-01-01 14:30:00,BLM_02,3051.0,64.512,2.3573000000000004,11.75,44.3,637.52,2.3,0
392,2025-01-01 14:31:00,BLM_03,2948.0,62.914,3.1776,10.73,44.32,577.1,2.27,0
393,2025-01-01 14:32:00,BLM_01,3125.0,69.096,1.7578999999999998,11.14,46.88,542.45,1.44,0
394,2025-01-01 14:33:00,BLM_01,2957.0,64.098,2.4882,10.8,47.65,609.21,1.55,0
395,2025-01-01 14:34:00,BLM_01,2768.0,63.47,3.3585000000000003,16.01,51.11,548.46,2.11,1
396,2025-01-01 14:35:00,BLM_02,3048.0,72.372,2.2588,12.21,47.67,583.76,1.67,0
397,2025-01-01 14:36:00,BLM_02,3041.0,65.304,3.6491,13.12,47.2,575.21,1.96,0
398,2025-01-01 14:37:00,BLM_03,2805.0,74.286,1.5293999999999999,11.91,47.28,482.82,1.75,0
399,2025-01-01 14:38:00,BLM_03,3135.0,65.158,3.8897,12.61,42.37,554.51,1.53,0
400,2025-01-01 14:39:00,BLM_03,3126.0,56.58,2.63,8.3,46.77,646.45,2.13,0
401,2025-01-01 14:40:00,BLM_02,2843.0,41.822,1.6903000000000001,15.01,49.59,525.61,1.62,0
402,2025-01-01 14:41:00,BLM_02,2881.0,52.934000000000005,3.2006,10.7,48.22,621.7,1.77,0
403,2025-01-01 14:42:00,BLM_03,2974.0,54.146,2.9208999999999996,14.06,49.94,595.56,1.52,0
404,2025-01-01 14:43:00,BLM_03,2863.0,67.67800000000001,3.5912,14.13,50.7,529.79,1.52,0
405,2025-01-01 14:44:00,BLM_02,3115.0,59.010000000000005,1.5414999999999999,8.76,43.89,554.74,1.81,0
406,2025-01-01 14:45:00,BLM_03,3027.0,51.992,1.8518,12.1,46.37,506.89,1.56,0
407,2025-01-01 14:46:00,BLM_01,2803.0,64.894,3.1621,12.73,50.51,592.77,2.18,0
408,2025-01-01 14:47:00,BLM_02,2852.0,58.246,4.4024,12.2,48.26,507.47,1.97,0
409,2025-01-01 14:48:00,BLM_03,3214.0,69.05799999999999,3.0227,12.0,47.63,572.63,2.0,0
410,2025-01-01 14:49:00,BLM_02,3276.0,68.88999999999999,3.133,11.22,50.58,636.78,1.73,0
411,2025-01-01 14:50:00,BLM_01,3097.0,69.632,2.0933,10.72,46.02,525.39,1.73,0
412,2025-01-01 14:51:00,BLM_02,2962.0,47.914,2.4936000000000003,13.9,46.17,570.04,1.91,0
413,2025-01-01 14:52:00,BLM_02,2921.0,66.14599999999999,2.1938999999999997,12.72,46.01,487.22,1.12,0
414,2025-01-01 14:53:00,BLM_02,3099.0,64.97800000000001,2.9742,12.33,44.68,556.39,1.69,0
415,2025-01-01 14:54:00,BLM_02,3014.0,57.28,3.2744999999999997,9.12,47.45,508.92,1.34,0
416,2025-01-01 14:55:00,BLM_01,2710.0,50.872,2.7548,11.54,48.45,565.51,1.86,0
417,2025-01-01 14:56:00,BLM_02,3186.0,65.074,3.1851000000000003,11.9,45.39,530.4,1.51,0
418,2025-01-01 14:57:00,BLM_02,3242.0,73.286,2.6054,13.51,47.73,509.92,1.77,0
419,2025-01-01 14:58:00,BLM_03,3133.0,47.768,3.5557000000000003,8.86,46.51,548.31,1.58,0
420,2025-01-01 14:59:00,BLM_02,2804.0,60.010000000000005,2.026,10.03,47.81,435.16,2.16,0
421,2025-01-01 15:00:00,BLM_03,2885.0,66.762,3.6163000000000003,15.24,51.61,507.04,2.37,0
422,2025-01-01 15:01:00,BLM_01,2666.0,73.714,2.1266,10.56,48.22,661.19,2.03,0
423,2025-01-01 15:02:00,BLM_01,3287.0,63.656,2.6369,8.67,48.26,544.16,2.04,0
424,2025-01-01 15:03:00,BLM_01,2936.0,79.368,1.7872,10.74,53.09,533.06,1.79,0
425,2025-01-01 15:04:00,BLM_01,3420.0,53.28,2.9775,10.57,46.73,571.27,1.64,0
426,2025-01-01 15:05:00,BLM_03,3352.0,51.732,2.7178,13.17,49.53,602.16,1.32,0
427,2025-01-01 15:06:00,BLM_02,2837.0,72.974,3.1481,13.15,46.67,628.75,1.85,0
428,2025-01-01 15:07:00,BLM_01,2873.0,49.406,1.4184,10.26,49.96,552.3,1.72,0
429,2025-01-01 15:08:00,BLM_02,3084.0,69.08800000000001,2.7186999999999997,11.32,45.74,545.97,1.86,0
430,2025-01-01 15:09:00,BLM_03,2684.0,63.8,2.909,12.97,47.16,572.6,1.62,0
431,2025-01-01 15:10:00,BLM_03,2921.0,59.552,1.9393,13.03,46.6,557.94,1.43,0
432,2025-01-01 15:11:00,BLM_03,2903.0,62.873999999999995,2.9996,10.14,45.39,547.8,1.51,0
433,2025-01-01 15:12:00,BLM_01,3333.0,56.846,1.0199,10.34,42.68,582.41,2.18,0
434,2025-01-01 15:13:00,BLM_02,3029.0,63.638000000000005,2.5402,15.81,49.02,581.74,2.28,0
435,2025-01-01 15:14:00,BLM_02,2949.0,65.99000000000001,3.6205000000000003,11.53,46.41,557.98,1.41,0
436,2025-01-01 15:15:00,BLM_02,2886.0,62.962,2.5307999999999997,14.69,47.32,663.83,1.63,0
437,2025-01-01 15:16:00,BLM_03,3161.0,61.784,2.1311,12.41,47.68,641.09,1.36,0
438,2025-01-01 15:17:00,BLM_01,2911.0,67.656,2.5814000000000004,13.97,44.34,580.3,1.82,0
439,2025-01-01 15:18:00,BLM_03,2991.0,77.498,2.7016999999999998,13.13,47.02,607.42,1.82,0
440,2025-01-01 15:19:00,BLM_03,2885.0,64.02,3.262,12.31,43.53,524.95,1.77,0
441,2025-01-01 15:20:00,BLM_02,2727.0,71.622,2.7222999999999997,12.29,46.85,556.65,1.67,0
442,2025-01-01 15:21:00,BLM_03,2821.0,59.124,3.1626,9.77,51.75,588.18,1.86,0
443,2025-01-01 15:22:00,BLM_02,2910.0,56.546,2.6929,11.7,46.66,618.07,1.96,0
444,2025-01-01 15:23:00,BLM_01,2953.0,69.058,2.1132,11.06,45.13,508.75,1.97,0
445,2025-01-01 15:24:00,BLM_02,2961.0,64.25999999999999,1.6535,11.41,46.77,525.71,2.11,0
446,2025-01-01 15:25:00,BLM_01,2984.0,73.80199999999999,2.8937999999999997,11.33,51.92,558.87,1.71,0
447,2025-01-01 15:26:00,BLM_02,2912.0,75.174,0.9041,12.29,46.88,623.96,1.65,0
448,2025-01-01 15:27:00,BLM_03,3243.0,71.766,1.3944,13.15,44.13,558.79,2.04,0
449,2025-01-01 15:28:00,BLM_03,3171.0,71.618,1.6547,11.75,43.44,607.18,1.66,0
450,2025-01-01 15:29:00,BLM_01,2976.0,41.92,3.135,13.72,46.99,548.14,1.75,0
451,2025-01-01 15:30:00,BLM_01,3046.0,69.012,1.5953,11.25,50.03,588.18,1.66,0
452,2025-01-01 15:31:00,BLM_01,2933.0,71.944,2.9656000000000002,12.16,49.1,506.29,2.22,0
453,2025-01-01 15:32:00,BLM_02,2488.0,57.006,1.9159,16.54,50.74,521.38,1.95,1
454,2025-01-01 15:33:00,BLM_02,3004.0,65.968,2.5362,9.84,49.57,544.01,1.52,0
455,2025-01-01 15:34:00,BLM_01,3055.0,58.61,2.5965,11.24,48.03,501.4,1.8,0
456,2025-01-01 15:35:00,BLM_03,2710.0,73.102,2.5268,8.73,41.4,498.81,1.9,0
457,2025-01-01 15:36:00,BLM_02,3090.0,59.224000000000004,2.1871,12.41,51.46,534.95,1.52,0
458,2025-01-01 15:37:00,BLM_02,2949.0,60.366,1.5373999999999999,12.03,44.36,487.12,1.89,0
459,2025-01-01 15:38:00,BLM_02,3061.0,62.668,2.6577,12.23,53.78,547.07,1.76,0
460,2025-01-01 15:39:00,BLM_01,2955.0,81.67,3.028,10.36,46.08,565.08,1.49,0
461,2025-01-01 15:40:00,BLM_01,3225.0,72.952,3.1183,10.63,46.19,514.53,1.46,0
462,2025-01-01 15:41:00,BLM_01,3041.0,77.21400000000001,2.6986,12.1,46.67,536.29,2.14,0
463,2025-01-01 15:42:00,BLM_01,3180.0,53.236000000000004,2.8189,9.47,48.03,535.04,1.59,0
464,2025-01-01 15:43:00,BLM_01,3195.0,57.038,2.0991999999999997,13.59,44.57,621.49,2.05,0
465,2025-01-01 15:44:00,BLM_03,2798.0,75.30000000000001,2.9495,9.5,45.79,557.22,1.96,0
466,2025-01-01 15:45:00,BLM_03,2867.0,53.612,2.9298,11.73,50.34,651.57,1.64,0
467,2025-01-01 15:46:00,BLM_01,3081.0,61.233999999999995,2.4301,11.22,51.35,531.43,1.92,0
468,2025-01-01 15:47:00,BLM_02,2934.0,80.32600000000001,2.6704,11.1,45.24,531.33,1.88,0
469,2025-01-01 15:48:00,BLM_01,2957.0,59.198,2.6207,9.11,48.83,601.75,2.03,0
470,2025-01-01 15:49:00,BLM_03,3232.0,53.19,2.961,11.92,46.69,436.54,1.84,0
471,2025-01-01 15:50:00,BLM_03,2944.0,66.27199999999999,1.5613,9.83,49.26,585.12,1.72,0
472,2025-01-01 15:51:00,BLM_02,2826.0,53.484,1.5515999999999999,12.25,45.76,545.83,2.13,0
473,2025-01-01 15:52:00,BLM_03,2850.0,74.606,1.5818999999999999,10.63,49.83,555.09,1.98,0
474,2025-01-01 15:53:00,BLM_01,3393.0,59.688,2.3322,11.91,47.67,534.9,1.64,0
475,2025-01-01 15:54:00,BLM_02,2968.0,58.28,2.9625,8.74,46.77,576.55,1.76,0
476,2025-01-01 15:55:00,BLM_01,2754.0,66.16199999999999,1.0728,13.64,47.91,466.91,2.12,0
477,2025-01-01 15:56:00,BLM_01,2681.0,63.124,2.7131,13.97,51.61,516.54,2.17,0
478,2025-01-01 15:57:00,BLM_02,2888.0,67.726,3.4834,11.01,47.76,638.17,1.76,0
479,2025-01-01 15:58:00,BLM_01,2965.0,69.608,2.8337,17.04,48.71,552.88,1.92,1
480,2025-01-01 15:59:00,BLM_03,3171.0,64.44,1.234,13.37,48.22,496.79,1.89,0
481,2025-01-01 16:00:00,BLM_01,3153.0,57.832,3.0042999999999997,11.54,48.24,552.79,1.52,0
482,2025-01-01 16:01:00,BLM_02,2999.0,71.074,2.8146,11.12,51.05,583.63,1.93,0
483,2025-01-01 16:02:00,BLM_02,2918.0,61.116,2.4048999999999996,10.59,50.08,554.36,1.26,0
484,2025-01-01 16:03:00,BLM_02,3061.0,59.888000000000005,2.7752,10.94,44.6,544.93,2.03,0
485,2025-01-01 16:04:00,BLM_01,2685.0,66.97,1.6655,11.8,49.37,523.43,1.93,0
486,2025-01-01 16:05:00,BLM_02,3357.0,52.472,2.6858,11.92,52.03,493.04,1.04,0
487,2025-01-01 16:06:00,BLM_02,3118.0,68.714,2.9861,9.47,47.42,465.83,1.56,0
488,2025-01-01 16:07:00,BLM_01,3156.0,67.346,2.1563999999999997,14.44,50.14,512.59,1.36,0
489,2025-01-01 16:08:00,BLM_03,2807.0,73.82799999999999,2.3167,13.42,41.09,609.1,1.54,0
490,2025-01-01 16:09:00,BLM_01,3231.0,62.48,2.247,15.33,45.58,530.89,1.83,0
491,2025-01-01 16:10:00,BLM_02,2917.0,75.252,2.3173,12.66,53.99,542.67,2.24,0
492,2025-01-01 16:11:00,BLM_02,2829.0,69.69399999999999,2.0676,13.88,49.91,481.48,1.93,0
493,2025-01-01 16:12:00,BLM_01,2993.0,65.796,2.1079,9.75,48.55,550.29,1.71,0
494,2025-01-01 16:13:00,BLM_03,2989.0,78.708,3.0082,13.08,52.6,531.84,1.98,0
495,2025-01-01 16:14:00,BLM_02,2806.0,66.66,1.4285,8.78,45.22,535.0,1.95,0
496,2025-01-01 16:15:00,BLM_02,2839.0,62.361999999999995,2.7788,10.25,51.17,523.26,2.16,0
497,2025-01-01 16:16:00,BLM_02,2825.0,66.864,3.0091,16.51,45.86,523.89,2.01,1
498,2025-01-01 16:17:00,BLM_01,2827.0,62.226,1.6994,11.37,48.24,539.05,1.8,0
499,2025-01-01 16:18:00,BLM_02,2930.0,68.61800000000001,2.5997000000000003,11.97,43.94,548.58,1.42,0
500,2025-01-01 16:19:00,BLM_03,2750.0,75.24,2.0100000000000002,13.26,47.04,448.31,2.14,0
501,2025-01-01 16:20:00,BLM_02,2876.0,65.942,3.4503,11.93,51.31,474.36,1.77,0
502,2025-01-01 16:21:00,BLM_02,3188.0,66.634,2.5105999999999997,10.16,46.72,526.26,1.58,0
503,2025-01-01 16:22:00,BLM_03,3148.0,71.586,3.6809,10.21,49.23,591.5,1.3,0
504,2025-01-01 16:23:00,BLM_02,2811.0,74.318,3.5812,13.44,46.78,486.26,1.51,0
505,2025-01-01 16:24:00,BLM_01,3172.0,62.839999999999996,2.8715,12.54,49.08,576.12,1.9,0
506,2025-01-01 16:25:00,BLM_01,2646.0,67.222,4.1518,13.51,49.86,624.55,1.7,0
